trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,hour,day_of_week,month,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,fare_log,distance_log,duration_sqrt,is_peak_hour,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,ride_frequency,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate
T00028,R0191,6.26,58.43,134.46,2023-05-14,0,0,6,5,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.908676393786758,1.9823798288367047,7.643951857514541,0,Meera Gupta,33,2,Surat,2020-08-14,87,6,4.56,Low,0.9559770114942528,15.24735632183908,2188,0.06896551724137931
T00029,R0197,7.04,42.69,72.84,2024-06-13,0,0,3,6,Zone_6,14627,0.54,37.6,Mixed,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4.301900590194597,2.0844290831908747,6.5337584895678535,0,Saanvi Das,29,0,Bengaluru,2020-10-08,475,87,3.87,High,0.14964210526315788,2.048421052631579,2133,0.1831578947368421
T00030,R0284,10.25,88.43,216.17,2024-03-15,0,0,4,3,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.38068045697316,2.4203681286504293,9.403722667114339,0,Vivaan Das,28,0,Surat,2019-07-31,135,19,4.95,Low,0.45118518518518513,7.306148148148148,2568,0.14074074074074075
T00031,R0251,7.27,44.39,170.59,2023-04-08,0,0,5,4,Zone_1,4921,2.43,30.9,Residential,2.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.14510791029753,2.1126345090356,6.662582082045969,0,Vivaan Iyer,46,0,Mumbai,2020-01-13,213,26,4.48,Medium,0.18032863849765257,3.5801877934272297,2402,0.12206572769953052
T00032,R0228,17.34,154.38,192.42,2023-11-30,0,0,3,11,Zone_5,2590,1.31,43.9,Business,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,5.264863990288817,2.9090844668283187,12.424974849069113,0,Kavya Ghosh,21,0,Pune,2020-05-18,10,0,4.84,Low,3.844,67.522,2276,0.0
T00033,R0083,5.41,34.07,133.62,2024-04-19,1,0,4,4,Zone_10,2440,1.54,35.4,Industrial,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4.902455994582567,1.8578592709325787,5.836951259004995,0,Kavya Patel,45,0,Mumbai,2021-12-31,475,39,4.4,High,0.19498947368421055,2.9796421052631583,1684,0.08210526315789474
T00034,R0105,7.69,72.38,65.12,2024-06-21,0,0,4,6,Zone_8,4516,1.93,31.0,Business,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4.191471272952824,2.162172939277301,8.50764362206128,0,Diya Das,31,0,Jaipur,2020-09-28,346,9,3.69,High,0.27514450867052026,3.7604624277456646,2143,0.02601156069364162
T00035,R0221,7.49,44.42,65.75,2023-08-15,0,0,1,8,Zone_4,4038,2.46,48.2,Business,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4.200954297280359,2.138889000323256,6.664833081180653,0,Diya Patel,21,0,Delhi,2021-01-13,106,1,4.41,Low,0.5540566037735849,8.615943396226415,2036,0.009433962264150943
T00036,R0081,6.59,49.9,125.55,2023-07-29,0,0,5,7,Zone_1,4921,2.43,30.9,Residential,2.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4.840637486991133,2.0268315914075385,7.063993204979744,0,Diya Reddy,42,2,Mumbai,2022-01-31,114,2,3.9,Low,0.46421052631578946,7.123421052631579,1653,0.017543859649122806
T00037,R0067,8.71,57.85,106.26,2024-06-07,0,0,4,6,Zone_10,2440,1.54,35.4,Industrial,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4.675255793554779,2.2731562823032334,7.605918747922567,0,Saanvi Iyer,32,1,Pune,2022-07-24,348,9,3.38,High,0.32491379310344826,5.3069252873563215,1479,0.02586206896551724
T00038,R0026,10.71,65.12,172.96,2023-10-27,0,0,4,10,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.158825387729438,2.460443177609626,8.069696400732806,0,Aarav Kumar,26,0,Surat,2020-04-17,44,5,3.17,Low,1.8020454545454547,22.11795454545455,2307,0.11363636363636363
T00039,R0077,14.7,144.74,322.96,2024-03-07,0,0,3,3,Zone_5,2590,1.31,43.9,Business,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,5.780620051380789,2.7536607123542622,12.030793822520607,0,Reyansh Das,28,1,Mumbai,2019-09-07,406,72,3.79,High,0.3617241379310345,5.7729556650246305,2530,0.17733990147783252
T00040,R0110,0.15,1.26,3.27,2024-08-15,0,0,3,8,Zone_9,11037,1.83,56.1,Mixed,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.451613827240533,0.1397619423751587,1.1224972160321824,0,Vivaan Patel,19,0,Kolkata,2023-02-04,224,28,4.43,Medium,0.26571428571428574,4.226249999999999,1284,0.125
T00041,R0056,5.45,34.13,108.87,2024-02-24,0,0,5,2,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,4.699297848712789,1.864080130807681,5.842088667591412,0,Meera Patel,40,2,Hyderabad,2021-02-26,93,13,3.25,Low,0.7120430107526882,9.976236559139785,1992,0.13978494623655913
T00042,R0120,5.76,45.5,57.73,2024-02-25,0,0,6,2,Zone_4,4038,2.46,48.2,Business,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4.072950669534428,1.9110228900548727,6.745368781616021,0,Ishaan Gupta,18,2,Surat,2020-07-12,311,15,4.55,Medium,0.21929260450160773,3.260289389067524,2221,0.04823151125401929
T00043,R0178,12.69,71.08,174.11,2023-08-07,0,0,0,8,Zone_2,6371,0.91,58.4,Residential,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5.165414347883809,2.6166656393003573,8.430895563343197,0,Saanvi Ghosh,27,1,Delhi,2021-05-15,56,7,3.13,Low,1.1296428571428572,18.581071428571427,1914,0.125
T00044,R0164,6.22,35.17,149.59,2024-04-02,0,0,1,4,Zone_3,12971,2.11,38.0,Business,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5.0145609120987285,1.9768549529047348,5.930430001273095,0,Aadhya Ghosh,37,2,Ahmedabad,2022-07-06,249,23,4.02,Medium,0.40273092369477914,7.062208835341366,1497,0.09236947791164658
T00045,R0221,1.48,7.57,22.98,2024-07-11,0,0,3,7,Zone_9,11037,1.83,56.1,Mixed,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3.177220149599368,0.9082585601768908,2.751363298439521,0,Diya Patel,21,0,Delhi,2021-01-13,106,1,4.41,Low,0.5540566037735849,8.615943396226415,2036,0.009433962264150943
T00046,R0247,8.44,82.23,70.49,2023-08-13,0,0,6,8,Zone_2,6371,0.91,58.4,Residential,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,4.26955757977876,2.244955980157409,9.068075870878012,0,Aadhya Das,37,1,Bengaluru,2021-05-11,249,47,4.92,Medium,0.5360642570281124,9.507791164658634,1918,0.18875502008032127
T00047,R0207,7.83,61.12,158.67,2023-09-03,0,0,6,9,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.07310918535161,2.178155014615869,7.8179281142768255,0,Ishaan Iyer,31,1,Mumbai,2023-12-06,47,3,3.93,Low,1.3504255319148937,26.20127659574468,979,0.06382978723404255
T00048,R0077,8.9,76.5,91.12,2023-08-03,0,0,3,8,Zone_10,2440,1.54,35.4,Industrial,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4.523092074952484,2.2925347571405443,8.74642784226795,0,Reyansh Das,28,1,Mumbai,2019-09-07,406,72,3.79,High,0.3617241379310345,5.7729556650246305,2530,0.17733990147783252
T00049,R0115,2.8,27.94,33.7,2024-08-08,0,0,3,8,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.5467396869528134,1.33500106673234,5.285830114561004,0,Aarav Ghosh,40,0,Bengaluru,2020-03-01,170,15,4.4,Medium,0.49105882352941177,8.388058823529413,2354,0.08823529411764706
T00050,R0010,16.6,90.94,193.05,2023-03-20,0,0,0,3,Zone_3,12971,2.11,38.0,Business,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,5.268115857814915,2.8678989020441064,9.536246641105713,0,Vivaan Gupta,25,0,Surat,2023-05-14,173,1,3.38,Medium,0.49277456647398843,6.962485549132948,1185,0.005780346820809248
T00051,R0230,6.38,47.94,95.38,2023-07-18,0,0,1,7,Zone_3,12971,2.11,38.0,Business,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,4.5682987112121864,1.998773638612381,6.923871749245504,0,Kavya Gupta,32,1,Chennai,2022-11-22,183,23,3.65,Medium,0.32054644808743166,4.962950819672131,1358,0.12568306010928962
T00052,R0032,7.06,36.36,101.01,2024-05-24,0,0,4,5,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.625070847694428,2.0869135565185366,6.029925372672534,0,Kavya Reddy,18,0,Mumbai,2023-09-20,213,24,4.0,Medium,0.3107511737089202,6.473192488262911,1056,0.11267605633802817
T00053,R0082,3.5,24.24,60.44,2024-07-22,0,0,0,7,Zone_3,12971,2.11,38.0,Business,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4.118061088839417,1.5040773967762742,4.923413450036469,0,Kavya Singh,26,2,Pune,2022-12-27,274,23,3.15,Medium,0.08985401459854014,1.0863503649635036,1323,0.08394160583941605
T00054,R0228,3.34,32.09,80.26,2023-01-13,0,0,4,1,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.397653890559581,1.4678743481123135,5.664803615307419,0,Kavya Ghosh,21,0,Pune,2020-05-18,10,0,4.84,Low,3.844,67.522,2276,0.0
T00055,R0266,1.89,14.21,45.33,2024-01-23,0,0,1,1,Zone_9,11037,1.83,56.1,Mixed,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3.835789699428557,1.0612565021243408,3.769615364994153,0,Diya Reddy,29,2,Chennai,2020-09-25,98,13,3.9,Low,0.7445918367346939,12.729081632653061,2146,0.1326530612244898
T00056,R0158,6.03,42.1,137.35,2023-08-05,0,0,5,8,Zone_3,12971,2.11,38.0,Business,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4.929786706232935,1.9501867058225735,6.488451279003334,0,Aarav Iyer,27,1,Ahmedabad,2020-07-26,441,60,3.57,High,0.057732426303854875,0.8727210884353742,2207,0.1360544217687075
T00057,R0154,3.21,21.26,61.28,2023-01-05,0,0,3,1,Zone_5,2590,1.31,43.9,Business,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4.131640346965797,1.43746264769429,4.610856753359402,0,Kavya Patel,18,2,Kolkata,2019-03-25,466,79,4.68,High,0.2974678111587983,4.419570815450644,2696,0.16952789699570817
T00058,R0020,18.28,161.83,161.65,2024-01-26,0,0,4,1,Zone_10,2440,1.54,35.4,Industrial,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.091600652919361,2.9590682891823996,12.721242077721813,0,Diya Das,35,0,Chennai,2019-09-17,274,21,4.03,Medium,0.19653284671532847,2.722846715328467,2520,0.07664233576642336
T00059,R0043,1.44,8.19,13.38,2023-12-21,0,0,3,12,Zone_10,2440,1.54,35.4,Industrial,1.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2.6658383522929006,0.8919980393051105,2.8618176042508368,0,Diya Kumar,28,1,Ahmedabad,2021-12-10,85,16,4.68,Low,0.7901176470588235,10.147058823529411,1705,0.18823529411764706
T00060,R0146,2.36,17.35,27.83,2024-03-25,0,0,0,3,Zone_4,4038,2.46,48.2,Business,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,3.3614165116503107,1.2119409739751128,4.165333119931706,0,Kavya Gupta,30,1,Surat,2020-04-15,80,11,3.89,Low,0.843,11.730875000000001,2309,0.1375
T00061,R0235,5.99,44.78,54.34,2024-02-15,0,0,3,2,Zone_8,4516,1.93,31.0,Business,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4.01349597435878,1.944480556245719,6.691786009728643,0,Aarav Ghosh,34,2,Delhi,2021-02-15,284,8,4.06,Medium,0.1959507042253521,2.9790845070422534,2003,0.028169014084507043
T00062,R0292,11.37,99.93,252.52,2023-04-04,0,0,1,4,Zone_3,12971,2.11,38.0,Business,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5.535442715382666,2.5152741864043966,9.996499387285532,0,Diya Patel,37,0,Jaipur,2020-06-28,141,19,4.39,Low,0.5628368794326241,8.070141843971632,2235,0.1347517730496454
T00063,R0143,5.93,33.28,124.07,2023-07-09,0,0,6,7,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4.828873580560815,1.9358598132018119,5.768882040742383,0,Meera Kumar,42,2,Kolkata,2023-03-28,74,13,4.56,Low,0.6636486486486486,11.666486486486486,1232,0.17567567567567569
T00064,R0243,11.38,101.38,252.89,2023-02-10,0,0,4,2,Zone_7,11070,0.64,45.2,Industrial,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5.536901102350124,2.5160822672564502,10.0687635785135,0,Ishaan Patel,33,1,Jaipur,2023-02-06,315,11,3.7,Medium,0.1755873015873016,3.011206349206349,1282,0.03492063492063492
T00065,R0215,3.07,22.86,73.11,2024-04-15,0,0,0,4,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.305550475963267,1.4036429994545037,4.7812132351527685,0,Saanvi Gupta,26,0,Hyderabad,2020-02-28,438,48,3.24,High,0.04143835616438356,0.8495433789954339,2356,0.1095890410958904
T00066,R0207,8.3,62.92,184.22,2023-01-26,0,0,3,1,Zone_3,12971,2.11,38.0,Business,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5.221544307742123,2.2300144001592104,7.932212806020776,0,Ishaan Iyer,31,1,Mumbai,2023-12-06,47,3,3.93,Low,1.3504255319148937,26.20127659574468,979,0.06382978723404255
T00067,R0032,16.72,100.34,379.63,2024-05-03,0,0,4,5,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5.94182777466688,2.8746939451769347,10.016985574512923,0,Kavya Reddy,18,0,Mumbai,2023-09-20,213,24,4.0,Medium,0.3107511737089202,6.473192488262911,1056,0.11267605633802817
T00068,R0211,3.16,20.03,65.53,2023-01-05,0,0,3,1,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.197652973753796,1.425515074273172,4.47548880012005,0,Arjun Reddy,36,0,Mumbai,2021-04-04,435,17,3.63,High,0.10593103448275862,1.4847816091954023,1955,0.03908045977011494
T00069,R0077,10.1,58.97,178.77,2023-02-03,0,0,4,2,Zone_10,2440,1.54,35.4,Industrial,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.191678256058324,2.4069451083182885,7.679192665899196,0,Reyansh Das,28,1,Mumbai,2019-09-07,406,72,3.79,High,0.3617241379310345,5.7729556650246305,2530,0.17733990147783252
T00070,R0156,9.03,63.18,120.06,2023-08-31,0,0,3,8,Zone_9,11037,1.83,56.1,Mixed,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4.7962862904635415,2.305580601973844,7.948584779695062,0,Ishaan Iyer,33,0,Jaipur,2022-07-07,255,18,4.28,Medium,0.09482352941176471,1.8989411764705884,1496,0.07058823529411765
T00071,R0232,3.26,29.24,56.16,2024-03-01,0,0,4,3,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4.045854353061666,1.449269160281279,5.407402333838309,0,Meera Das,38,1,Jaipur,2022-12-08,172,15,3.94,Medium,0.541860465116279,8.667674418604651,1342,0.0872093023255814
T00072,R0263,5.06,48.17,44.44,2023-07-21,0,0,4,7,Zone_9,11037,1.83,56.1,Mixed,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3.816392774412896,1.801709800081223,6.940461079784253,0,Ishaan Das,31,2,Chennai,2020-12-30,297,21,3.84,Medium,0.3522558922558922,5.2110101010101015,2050,0.0707070707070707
T00073,R0025,13.66,115.24,116.48,2024-02-23,0,0,4,2,Zone_9,11037,1.83,56.1,Mixed,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4.766268106330419,2.6851226964585053,10.734989520255713,0,Meera Das,21,0,Mumbai,2021-10-22,42,3,4.01,Low,1.125,17.129285714285714,1754,0.07142857142857142
T00074,R0048,8.68,58.17,87.92,2023-10-09,0,0,0,10,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4.487737089095996,2.2700619012884857,7.626925986267338,0,Kavya Sharma,35,1,Hyderabad,2019-05-31,207,1,3.02,Medium,0.14072463768115942,2.4457971014492754,2629,0.004830917874396135
